Date,High,Low,Last,Average,Sell,Buy,Volume (BTC),Volume (CNY)
2014-05-11,2813.98,2670.0,2674.45,2734.65,2685.2,2678.0,277.3468,758447.11
2014-05-10,2830.19,2761.57,2786.3,2800.72,2786.2,2781.96,253.7452,710669.77
2014-05-08,2795.0,2718.0,2746.0,2763.67,2746.0,2740.0,233.4915,645294.13
2014-05-07,2766.0,2656.5,2755.99,2701.88,2757.3,2756.0,269.5978,728419.81
2014-05-06,2691.99,2560.0,2670.0,2640.06,2670.0,2664.42,302.4871,798585.3
2014-05-05,2699.0,2640.0,2666.31,2667.3,2666.31,2666.31,301.0636,803027.85
2014-05-04,2731.1,2655.0,2683.2,2693.57,2691.3,2683.0,204.3652,550472.19
2014-05-03,2780.0,2658.0,2730.72,2710.76,2732.0,2725.0,248.2013,672813.97
2014-05-02,2810.0,2714.12,2744.0,2758.26,2740.1,2732.3,173.9242,479728.27
2014-05-01,2805.83,2712.0,2783.3,2766.67,2799.6,2780.0,255.2437,706174.94
2014-04-30,2812.0,2625.0,2745.0,2734.4,2745.03,2745.02,436.5697,1193754.36
2014-04-29,2760.5,2640.26,2734.76,2706.37,2742.0,2735.74,278.9874,755042.68
2014-04-28,2715.0,2555.09,2710.0,2647.09,2709.0,2701.0,432.9791,1146132.67
2014-04-27,2822.31,2665.0,2708.4,2773.51,2703.1,2695.0,248.9064,690344.21
2014-04-26,2850.0,2712.0,2819.98,2783.46,2819.98,2816.1,348.8754,971079.08
2014-04-25,3150.99,2650.0,2797.0,2860.8,2805.4,2797.0,1150.282,3290730.22
2014-04-24,3128.6,3010.0,3112.0,3070.39,3112.0,3105.4,514.5314,1579809.84
2014-04-23,3126.64,3037.0,3065.4,3087.16,3067.2,3065.4,505.4114,1560284.72
2014-04-22,3177.19,3001.0,3119.3,3127.24,3119.3,3118.3,664.6435,2078501.03
2014-04-21,3230.5,3069.58,3125.2,3151.53,3131.4,3128.4,634.5597,1999833.28
2014-04-20,3216.0,2884.19,3099.0,3082.98,3099.0,3097.0,1814.0777,5592763.34
2014-04-19,3165.31,2929.2,3163.0,3053.54,3163.0,3161.2,605.1236,1847767.34
2014-04-18,3166.87,2940.0,2984.0,3030.3,2999.0,2981.18,566.9756,1718108.95
2014-04-17,3359.0,3000.0,3135.0,3144.94,3138.0,3135.01,679.6144,2137345.61
2014-04-16,3450.0,3040.0,3295.0,3268.15,3295.0,3294.4,1115.416,3645346.24
2014-04-15,3180.0,2788.88,3116.01,2990.32,3114.98,3112.0,1049.6861,3138899.78
2014-04-14,2980.0,2560.26,2909.4,2796.53,2911.99,2909.3,915.6827,2560733.24
